text@nh1994f	@nh1994f	295.03	314.26	чтобы понять касательно двухсот часов в месяц / да / сравнить аа обычная пятидневка она идет по восемь часов / то есть это сорок часов в неделю соответственно сто шестьдесят часов в месяц // то есть это переработка классического / да там / сотрудника / офисного планктона / еще ровно на неделю рабочую / на еще пять рабочих восьми часовых смен //
text@nh1994f	@nh1994f	342.45	343.521	на работу?
words@avg1995f	@avg1995f	0.01	0.34	животное
words@avg1995f	@avg1995f	0.34	0.67	это
words@avg1995f	@avg1995f	0.67	1.0	дорого
words@avg1995f	@avg1995f	1.0	1.33	не
words@avg1995f	@avg1995f	1.33	1.66	зря
words@avg1995f	@avg1995f	1.66	1.99	кроме
words@avg1995f	@avg1995f	1.99	2.32	как
words@avg1995f	@avg1995f	2.32	2.65	в
words@avg1995f	@avg1995f	2.65	2.98	России
words@avg1995f	@avg1995f	2.98	3.31	везде
words@avg1995f	@avg1995f	3.31	3.64	сложно
words@avg1995f	@avg1995f	3.64	3.97	завести
words@avg1995f	@avg1995f	3.97	4.3	животное
words@avg1995f	@avg1995f	4.3	4.63	да
words@avg1995f	@avg1995f	4.63	4.96	?
words@avg1995f	@avg1995f	4.96	5.29	ну
words@avg1995f	@avg1995f	5.29	5.62	мы
words@avg1995f	@avg1995f	5.62	5.95	говорим
words@avg1995f	@avg1995f	5.95	6.28	о
words@avg1995f	@avg1995f	6.28	6.61	развитых
words@avg1995f	@avg1995f	6.61	6.94	странах
words@avg1995f	@avg1995f	6.94	7.27	/
words@avg1995f	@avg1995f	7.27	7.61	/
words@avg1995f	@avg1995f	7.61	7.855	там
words@avg1995f	@avg1995f	7.855	8.1	в
words@avg1995f	@avg1995f	8.1	8.345	Европе
words@avg1995f	@avg1995f	8.345	8.59	/
words@avg1995f	@avg1995f	8.59	8.835	особенно
words@avg1995f	@avg1995f	8.835	9.08	в
words@avg1995f	@avg1995f	9.08	9.325	штатах
words@avg1995f	@avg1995f	9.325	9.57	/
words@avg1995f	@avg1995f	9.57	9.815	в
words@avg1995f	@avg1995f	9.815	10.06	Канаде
words@avg1995f	@avg1995f	10.06	10.305	/
words@avg1995f	@avg1995f	10.305	10.55	/
words@avg1995f	@avg1995f	10.55	10.851	аа
words@avg1995f	@avg1995f	10.851	11.152	у
words@avg1995f	@avg1995f	11.152	11.453	меня
words@avg1995f	@avg1995f	11.453	11.754	вот
words@avg1995f	@avg1995f	11.754	12.055	подруга
words@avg1995f	@avg1995f	12.055	12.356	в
words@avg1995f	@avg1995f	12.356	12.657	Канаде
words@avg1995f	@avg1995f	12.657	12.958	например
words@avg1995f	@avg1995f	12.958	13.259	они
words@avg1995f	@avg1995f	13.259	13.56	было
words@avg1995f	@avg1995f	13.56	13.861	кошку
words@avg1995f	@avg1995f	13.861	14.162	сложнее
words@avg1995f	@avg1995f	14.162	14.463	завести
words@avg1995f	@avg1995f	14.463	14.764	чем
words@avg1995f	@avg1995f	14.764	15.065	ребенка
words@avg1995f	@avg1995f	15.065	15.366	/
words@avg1995f	@avg1995f	15.366	15.67	/
words@avg1995f	@avg1995f	15.67	15.931	действительно
words@avg1995f	@avg1995f	15.931	16.192	/
words@avg1995f	@avg1995f	16.192	16.453	справки
words@avg1995f	@avg1995f	16.453	16.714	про
words@avg1995f	@avg1995f	16.714	16.975	то
words@avg1995f	@avg1995f	16.975	17.236	что
words@avg1995f	@avg1995f	17.236	17.497	ты
words@avg1995f	@avg1995f	17.497	17.758	психоло...
words@avg1995f	@avg1995f	17.758	18.019	ээ
words@avg1995f	@avg1995f	18.019	18.28	психологически
words@avg1995f	@avg1995f	18.28	18.541	здоровый
words@avg1995f	@avg1995f	18.541	18.802	человек
words@avg1995f	@avg1995f	18.802	19.063	/
words@avg1995f	@avg1995f	19.063	19.324	что
words@avg1995f	@avg1995f	19.324	19.585	у
words@avg1995f	@avg1995f	19.585	19.846	тебя
words@avg1995f	@avg1995f	19.846	20.107	есть
words@avg1995f	@avg1995f	20.107	20.368	достаточное
words@avg1995f	@avg1995f	20.368	20.629	количество
words@avg1995f	@avg1995f	20.629	20.89	денег
words@avg1995f	@avg1995f	20.89	21.151	/
words@avg1995f	@avg1995f	21.151	21.412	что
words@avg1995f	@avg1995f	21.412	21.673	ты
words@avg1995f	@avg1995f	21.673	21.934	зарабатываешь
words@avg1995f	@avg1995f	21.934	22.195	/
words@avg1995f	@avg1995f	22.195	22.456	что
words@avg1995f	@avg1995f	22.456	22.717	ты
words@avg1995f	@avg1995f	22.717	22.978	работаешь
words@avg1995f	@avg1995f	22.978	23.239	на
words@avg1995f	@avg1995f	23.239	23.5	нормальной
words@avg1995f	@avg1995f	23.5	23.761	работе
words@avg1995f	@avg1995f	23.761	24.022	/
words@avg1995f	@avg1995f	24.022	24.283	что
words@avg1995f	@avg1995f	24.283	24.544	у
words@avg1995f	@avg1995f	24.544	24.805	тебя
words@avg1995f	@avg1995f	24.805	25.066	есть
words@avg1995f	@avg1995f	25.066	25.327	место
words@avg1995f	@avg1995f	25.327	25.588	где
words@avg1995f	@avg1995f	25.588	25.849	жить
words@avg1995f	@avg1995f	25.849	26.11	/
words@avg1995f	@avg1995f	26.11	26.371	что
words@avg1995f	@avg1995f	26.371	26.632	кошечке
words@avg1995f	@avg1995f	26.632	26.893	есть
words@avg1995f	@avg1995f	26.893	27.154	место
words@avg1995f	@avg1995f	27.154	27.415	где
words@avg1995f	@avg1995f	27.415	27.676	жить
words@avg1995f	@avg1995f	27.676	27.937	/
words@avg1995f	@avg1995f	27.937	28.198	ии
words@avg1995f	@avg1995f	28.198	28.459	на
words@avg1995f	@avg1995f	28.459	28.72	что
words@avg1995f	@avg1995f	28.72	28.981	кормить
words@avg1995f	@avg1995f	28.981	29.242	и
words@avg1995f	@avg1995f	29.242	29.503	как
words@avg1995f	@avg1995f	29.503	29.764	кормить
words@avg1995f	@avg1995f	29.764	30.025	/
words@avg1995f	@avg1995f	30.025	30.286	что
words@avg1995f	@avg1995f	30.286	30.547	ты
words@avg1995f	@avg1995f	30.547	30.808	в
words@avg1995f	@avg1995f	30.808	31.069	принципе
words@avg1995f	@avg1995f	31.069	31.33	это
words@avg1995f	@avg1995f	31.33	31.591	все
words@avg1995f	@avg1995f	31.591	31.852	понимаешь
words@avg1995f	@avg1995f	31.852	32.113	то
words@avg1995f	@avg1995f	32.113	32.374	есть
words@avg1995f	@avg1995f	32.374	32.635	ну
words@avg1995f	@avg1995f	32.635	32.896	блин
words@avg1995f	@avg1995f	32.896	33.157	это
words@avg1995f	@avg1995f	33.157	33.418	так
words@avg1995f	@avg1995f	33.418	33.679	здорово
words@avg1995f	@avg1995f	33.679	33.94	/
words@avg1995f	@avg1995f	33.94	34.27	/
words@avg1995f	@avg1995f	34.27	34.516	в
words@avg1995f	@avg1995f	34.516	34.762	любом
words@avg1995f	@avg1995f	34.762	35.008	районе
words@avg1995f	@avg1995f	35.008	35.254	мне
words@avg1995f	@avg1995f	35.254	35.5	кажется
words@avg1995f	@avg1995f	35.5	35.746	Москвы
words@avg1995f	@avg1995f	35.746	35.992	можно
words@avg1995f	@avg1995f	35.992	36.238	открыть
words@avg1995f	@avg1995f	36.238	36.484	какую-то
words@avg1995f	@avg1995f	36.484	36.73	чудную
words@avg1995f	@avg1995f	36.73	36.976	квартиру
words@avg1995f	@avg1995f	36.976	37.222	а
words@avg1995f	@avg1995f	37.222	37.468	там
words@avg1995f	@avg1995f	37.468	37.714	собаки
words@avg1995f	@avg1995f	37.714	37.96	друг
words@avg1995f	@avg1995f	37.96	38.206	на
words@avg1995f	@avg1995f	38.206	38.452	друге
words@avg1995f	@avg1995f	38.452	38.698	ходят
words@avg1995f	@avg1995f	38.698	38.944	в
words@avg1995f	@avg1995f	38.944	39.19	однушке
words@avg1995f	@avg1995f	39.19	39.436	/
words@avg1995f	@avg1995f	39.436	39.69	/
words@avg1995f	@avg1995f	39.69	39.929	да
words@avg1995f	@avg1995f	39.929	40.168	/
words@avg1995f	@avg1995f	40.168	40.407	потому
words@avg1995f	@avg1995f	40.407	40.646	что
words@avg1995f	@avg1995f	40.646	40.885	это
words@avg1995f	@avg1995f	40.885	41.124	вот
words@avg1995f	@avg1995f	41.124	41.363	заводчик
words@avg1995f	@avg1995f	41.363	41.602	шпицоов
words@avg1995f	@avg1995f	41.602	41.841	/
words@avg1995f	@avg1995f	41.841	42.08	/
words@avg1995f	@avg1995f	42.08	42.319	нет
words@avg1995f	@avg1995f	42.319	42.558	/
words@avg1995f	@avg1995f	42.558	42.797	я
words@avg1995f	@avg1995f	42.797	43.036	говорю
words@avg1995f	@avg1995f	43.036	43.275	прям
words@avg1995f	@avg1995f	43.275	43.514	про
words@avg1995f	@avg1995f	43.514	43.753	крайности
words@avg1995f	@avg1995f	43.753	43.992	да
words@avg1995f	@avg1995f	43.992	44.231	/
words@avg1995f	@avg1995f	44.231	44.47	/
words@avg1995f	@avg1995f	44.47	44.709	ну
words@avg1995f	@avg1995f	44.709	44.948	есть
words@avg1995f	@avg1995f	44.948	45.187	нормальные
words@avg1995f	@avg1995f	45.187	45.426	люди
words@avg1995f	@avg1995f	45.426	45.665	которые
words@avg1995f	@avg1995f	45.665	45.904	нормально
words@avg1995f	@avg1995f	45.904	46.143	даже
words@avg1995f	@avg1995f	46.143	46.382	в
words@avg1995f	@avg1995f	46.382	46.621	квартирах
words@avg1995f	@avg1995f	46.621	46.86	держат
words@avg1995f	@avg1995f	46.86	47.099	этих
words@avg1995f	@avg1995f	47.099	47.338	же
words@avg1995f	@avg1995f	47.338	47.577	собак
words@avg1995f	@avg1995f	47.577	47.816	/
words@avg1995f	@avg1995f	47.816	48.06	/
words@avg1995f	@avg1995f	48.07	48.376	но
words@avg1995f	@avg1995f	48.376	48.682	есть
words@avg1995f	@avg1995f	48.682	48.988	крайности
words@avg1995f	@avg1995f	48.988	49.294	/
words@avg1995f	@avg1995f	49.294	49.6	/
words@avg1995f	@avg1995f	49.6	49.906	когда
words@avg1995f	@avg1995f	49.906	50.212	люди
words@avg1995f	@avg1995f	50.212	50.518	сходят
words@avg1995f	@avg1995f	50.518	50.824	с
words@avg1995f	@avg1995f	50.824	51.13	ума
words@avg1995f	@avg1995f	51.13	51.436	/
words@avg1995f	@avg1995f	51.436	51.742	от
words@avg1995f	@avg1995f	51.742	52.048	одиночества
words@avg1995f	@avg1995f	52.048	52.354	/
words@avg1995f	@avg1995f	52.354	52.66	от
words@avg1995f	@avg1995f	52.66	52.966	аа
words@avg1995f	@avg1995f	52.966	53.272	жажды
words@avg1995f	@avg1995f	53.272	53.578	денег
words@avg1995f	@avg1995f	53.578	53.884	и
words@avg1995f	@avg1995f	53.884	54.19	прочее
words@avg1995f	@avg1995f	54.19	54.496	прочее
words@avg1995f	@avg1995f	54.496	54.802	/
words@avg1995f	@avg1995f	54.802	55.12	/
words@avg1995f	@avg1995f	56.03	56.276	да
words@avg1995f	@avg1995f	56.276	56.522	/
words@avg1995f	@avg1995f	56.522	56.768	я
words@avg1995f	@avg1995f	56.768	57.014	именно
words@avg1995f	@avg1995f	57.014	57.26	про
words@avg1995f	@avg1995f	57.26	57.506	разводчиков
words@avg1995f	@avg1995f	57.506	57.752	говорю
words@avg1995f	@avg1995f	57.752	57.998	/
words@avg1995f	@avg1995f	57.998	58.244	/
words@avg1995f	@avg1995f	58.244	58.49	у
words@avg1995f	@avg1995f	58.49	58.736	нас
words@avg1995f	@avg1995f	58.736	58.982	большинству
words@avg1995f	@avg1995f	58.982	59.228	людей
words@avg1995f	@avg1995f	59.228	59.474	нужен
words@avg1995f	@avg1995f	59.474	59.72	ээ
words@avg1995f	@avg1995f	59.72	59.966	нужна
words@avg1995f	@avg1995f	59.966	60.212	не
words@avg1995f	@avg1995f	60.212	60.458	собака
words@avg1995f	@avg1995f	60.458	60.704	/
words@avg1995f	@avg1995f	60.704	60.95	а
words@avg1995f	@avg1995f	60.95	61.196	психотерапевт
words@avg1995f	@avg1995f	61.196	61.442	/
words@avg1995f	@avg1995f	61.442	61.71	/
words@avg1995f	@avg1995f	69.51	69.735	на
words@avg1995f	@avg1995f	69.735	69.96	самом
words@avg1995f	@avg1995f	69.96	70.185	деле
words@avg1995f	@avg1995f	70.185	70.41	это
words@avg1995f	@avg1995f	70.41	70.635	правильно
words@avg1995f	@avg1995f	70.635	70.86	потому
words@avg1995f	@avg1995f	70.86	71.085	что
words@avg1995f	@avg1995f	71.085	71.31	/
words@avg1995f	@avg1995f	71.31	71.54	/
words@avg1995f	@avg1995f	72.36	72.607	но
words@avg1995f	@avg1995f	72.607	72.854	потом
words@avg1995f	@avg1995f	72.854	73.101	проблема
words@avg1995f	@avg1995f	73.101	73.348	кончится
words@avg1995f	@avg1995f	73.348	73.595	а
words@avg1995f	@avg1995f	73.595	73.842	она
words@avg1995f	@avg1995f	73.842	74.089	останется
words@avg1995f	@avg1995f	74.089	74.336	/
words@avg1995f	@avg1995f	74.336	74.583	проблема
words@avg1995f	@avg1995f	74.583	74.83	еще
words@avg1995f	@avg1995f	74.83	75.077	в
words@avg1995f	@avg1995f	75.077	75.324	этом
words@avg1995f	@avg1995f	75.324	75.571	/
words@avg1995f	@avg1995f	75.571	75.82	/
words@avg1995f	@avg1995f	75.835	76.176	у
words@avg1995f	@avg1995f	76.176	76.517	тебя
words@avg1995f	@avg1995f	76.517	76.858	уже
words@avg1995f	@avg1995f	76.858	77.199	будет
words@avg1995f	@avg1995f	77.199	77.54	дефицит
words@avg1995f	@avg1995f	77.54	77.881	времени
words@avg1995f	@avg1995f	77.881	78.222	/
words@avg1995f	@avg1995f	78.222	78.563	дефицит
words@avg1995f	@avg1995f	78.563	78.904	аэ
words@avg1995f	@avg1995f	78.904	79.245	профицит
words@avg1995f	@avg1995f	79.245	79.586	какого
words@avg1995f	@avg1995f	79.586	79.927	то
words@avg1995f	@avg1995f	79.927	80.268	внимания
words@avg1995f	@avg1995f	80.268	80.609	еще
words@avg1995f	@avg1995f	80.609	80.95	что-то
words@avg1995f	@avg1995f	80.95	81.291	/
words@avg1995f	@avg1995f	81.291	81.632	а
words@avg1995f	@avg1995f	81.632	81.973	ей
words@avg1995f	@avg1995f	81.973	82.314	еще
words@avg1995f	@avg1995f	82.314	82.655	жить
words@avg1995f	@avg1995f	82.655	82.996	двенадцать
words@avg1995f	@avg1995f	82.996	83.337	лет
words@avg1995f	@avg1995f	83.337	83.678	/
words@avg1995f	@avg1995f	83.678	84.019	/
words@avg1995f	@avg1995f	84.019	84.36	это
words@avg1995f	@avg1995f	84.36	84.701	не
words@avg1995f	@avg1995f	84.701	85.042	спонтанное
words@avg1995f	@avg1995f	85.042	85.383	решение
words@avg1995f	@avg1995f	85.383	85.724	/
words@avg1995f	@avg1995f	85.724	86.065	это
words@avg1995f	@avg1995f	86.065	86.406	друг
words@avg1995f	@avg1995f	86.406	86.747	который
words@avg1995f	@avg1995f	86.747	87.088	с
words@avg1995f	@avg1995f	87.088	87.429	тобой
words@avg1995f	@avg1995f	87.429	87.77	проживет
words@avg1995f	@avg1995f	87.77	88.111	промежуток
words@avg1995f	@avg1995f	88.111	88.452	времени
words@avg1995f	@avg1995f	88.452	88.793	но
words@avg1995f	@avg1995f	88.793	89.134	очень
words@avg1995f	@avg1995f	89.134	89.475	важно
words@avg1995f	@avg1995f	89.475	89.816	осознавать
words@avg1995f	@avg1995f	89.816	90.157	что
words@avg1995f	@avg1995f	90.157	90.498	для
words@avg1995f	@avg1995f	90.498	90.839	тебя
words@avg1995f	@avg1995f	90.839	91.18	собака
words@avg1995f	@avg1995f	91.18	91.521	или
words@avg1995f	@avg1995f	91.521	91.862	кошка
words@avg1995f	@avg1995f	91.862	92.203	это
words@avg1995f	@avg1995f	92.203	92.544	кусок
words@avg1995f	@avg1995f	92.544	92.885	жизни
words@avg1995f	@avg1995f	92.885	93.226	/
words@avg1995f	@avg1995f	93.226	93.567	а
words@avg1995f	@avg1995f	93.567	93.908	для
words@avg1995f	@avg1995f	93.908	94.249	них
words@avg1995f	@avg1995f	94.249	94.59	ты
words@avg1995f	@avg1995f	94.59	94.931	вся
words@avg1995f	@avg1995f	94.931	95.272	жизнь
words@avg1995f	@avg1995f	95.272	95.613	/
words@avg1995f	@avg1995f	95.613	95.99	/
words@avg1995f	@avg1995f	96.0	96.415	почему
words@avg1995f	@avg1995f	96.415	96.83	бы
words@avg1995f	@avg1995f	96.83	97.245	не
words@avg1995f	@avg1995f	97.245	97.66	создать
words@avg1995f	@avg1995f	97.66	98.075	этому
words@avg1995f	@avg1995f	98.075	98.49	существу
words@avg1995f	@avg1995f	98.49	98.905	те
words@avg1995f	@avg1995f	98.905	99.32	условия
words@avg1995f	@avg1995f	99.32	99.735	чтобы
words@avg1995f	@avg1995f	99.735	100.15	понимать
words@avg1995f	@avg1995f	100.15	100.565	что
words@avg1995f	@avg1995f	100.565	100.98	/
words@avg1995f	@avg1995f	100.98	101.395	какая
words@avg1995f	@avg1995f	101.395	101.81	же
words@avg1995f	@avg1995f	101.81	102.225	я
words@avg1995f	@avg1995f	102.225	102.64	молодец
words@avg1995f	@avg1995f	102.64	103.055	что
words@avg1995f	@avg1995f	103.055	103.47	дала
words@avg1995f	@avg1995f	103.47	103.885	ему
words@avg1995f	@avg1995f	103.885	104.3	все
words@avg1995f	@avg1995f	104.3	104.715	/
words@avg1995f	@avg1995f	104.715	105.13	/
words@avg1995f	@avg1995f	105.14	105.375	я
words@avg1995f	@avg1995f	105.375	105.61	не
words@avg1995f	@avg1995f	105.61	105.845	говорю
words@avg1995f	@avg1995f	105.845	106.08	о
words@avg1995f	@avg1995f	106.08	106.315	том
words@avg1995f	@avg1995f	106.315	106.55	что
words@avg1995f	@avg1995f	106.55	106.785	/
words@avg1995f	@avg1995f	106.785	107.02	не
words@avg1995f	@avg1995f	107.02	107.255	знаю
words@avg1995f	@avg1995f	107.255	107.49	/
words@avg1995f	@avg1995f	107.49	107.725	о
words@avg1995f	@avg1995f	107.725	107.96	собаках
words@avg1995f	@avg1995f	107.96	108.195	в
words@avg1995f	@avg1995f	108.195	108.43	шубах
words@avg1995f	@avg1995f	108.43	108.665	/
words@avg1995f	@avg1995f	108.665	108.9	и
words@avg1995f	@avg1995f	108.9	109.135	вот
words@avg1995f	@avg1995f	109.135	109.37	эти
words@avg1995f	@avg1995f	109.37	109.605	вот
words@avg1995f	@avg1995f	109.605	109.84	все
words@avg1995f	@avg1995f	109.84	110.075	движения
words@avg1995f	@avg1995f	110.075	110.31	да
words@avg1995f	@avg1995f	110.31	110.545	/
words@avg1995f	@avg1995f	110.545	110.78	ну
words@avg1995f	@avg1995f	110.78	111.015	это
words@avg1995f	@avg1995f	111.015	111.25	реально
words@avg1995f	@avg1995f	111.25	111.485	как
words@avg1995f	@avg1995f	111.485	111.72	бы
words@avg1995f	@avg1995f	111.72	111.955	/
words@avg1995f	@avg1995f	111.955	112.19	нет
words@avg1995f	@avg1995f	112.19	112.425	/
words@avg1995f	@avg1995f	112.425	112.66	люди
words@avg1995f	@avg1995f	112.66	112.895	у
words@avg1995f	@avg1995f	112.895	113.13	которых
words@avg1995f	@avg1995f	113.13	113.365	есть
words@avg1995f	@avg1995f	113.365	113.6	на
words@avg1995f	@avg1995f	113.6	113.835	это
words@avg1995f	@avg1995f	113.835	114.07	средства
words@avg1995f	@avg1995f	114.07	114.305	и
words@avg1995f	@avg1995f	114.305	114.54	реально
words@avg1995f	@avg1995f	114.54	114.775	некуда
words@avg1995f	@avg1995f	114.775	115.01	потратить
words@avg1995f	@avg1995f	115.01	115.245	ради
words@avg1995f	@avg1995f	115.245	115.48	бога
words@avg1995f	@avg1995f	115.48	115.715	/
words@avg1995f	@avg1995f	115.715	115.95	ну
words@avg1995f	@avg1995f	115.95	116.185	пожалуйста
words@avg1995f	@avg1995f	116.185	116.42	/
words@avg1995f	@avg1995f	116.42	116.655	прям
words@avg1995f	@avg1995f	116.655	116.89	здорово
words@avg1995f	@avg1995f	116.89	117.125	/
words@avg1995f	@avg1995f	117.125	117.36	классно
words@avg1995f	@avg1995f	117.36	117.595	/
words@avg1995f	@avg1995f	117.595	117.83	/
words@avg1995f	@avg1995f	117.83	118.065	люди
words@avg1995f	@avg1995f	118.065	118.3	/
words@avg1995f	@avg1995f	118.3	118.535	ну
words@avg1995f	@avg1995f	118.535	118.77	правда
words@avg1995f	@avg1995f	118.77	119.005	/
words@avg1995f	@avg1995f	119.005	119.24	начинают
words@avg1995f	@avg1995f	119.24	119.475	какие-то
words@avg1995f	@avg1995f	119.475	119.71	платьишки
words@avg1995f	@avg1995f	119.71	119.945	покупать
words@avg1995f	@avg1995f	119.945	120.18	дорогущие
words@avg1995f	@avg1995f	120.18	120.415	еще
words@avg1995f	@avg1995f	120.415	120.65	какую-то
words@avg1995f	@avg1995f	120.65	120.885	историю
words@avg1995f	@avg1995f	120.885	121.12	/
words@avg1995f	@avg1995f	121.12	121.355	ты
words@avg1995f	@avg1995f	121.355	121.59	понимаешь
words@avg1995f	@avg1995f	121.59	121.825	что
words@avg1995f	@avg1995f	121.825	122.06	там
words@avg1995f	@avg1995f	122.06	122.295	/
words@avg1995f	@avg1995f	122.295	122.53	не
words@avg1995f	@avg1995f	122.53	122.765	знаю
words@avg1995f	@avg1995f	122.765	123.0	/
words@avg1995f	@avg1995f	123.0	123.235	к
words@avg1995f	@avg1995f	123.235	123.47	тебе
words@avg1995f	@avg1995f	123.47	123.705	пришла
words@avg1995f	@avg1995f	123.705	123.94	собака
words@avg1995f	@avg1995f	123.94	124.175	/
